title,authors,source,year,doi,abstract
Work systems in the Indian information technology (IT) industry delivering artificial intelligence (AI) solutions and the challenges of work from home,"VR Venumuddala, R Kamath - Information Systems Frontiers, 2023 - Springer",Google Scholar via SerpApi,2025,https://link.springer.com/article/10.1007/s10796-022-10259-4,"Our study is based on a workplace ethnography conducted between Jan-May 2020 in an AI research lab of an Indian service-based IT organization, whose operations shifted from co-…"
When huskies bite back: A complex systems metaphor perspective on information technology project management,"S Jackson - Systems Research and Behavioral Science, 2024 - Wiley Online Library",Google Scholar via SerpApi,2025,https://onlinelibrary.wiley.com/doi/abs/10.1002/sres.2972,"… metaphor perspective on IT project management. In summary, the … in the context of IT project management practices? … and issues pertaining to IT project management—areas that, when …"
When huskies bite back: A complex systems metaphor perspective on information technology project management,"S Jackson - Systems Research and Behavioral Science, 2024 - Wiley Online Library",Google Scholar via SerpApi,2025,https://onlinelibrary.wiley.com/doi/abs/10.1002/sres.2972,"… metaphor perspective on IT project management. In summary, the … in the context of IT project management practices? … and issues pertaining to IT project management—areas that, when …"
A Study on the Effectiveness of Agile Methodology Using a Dataset,"EMM Alzeyani, C Szabó - Acta Electrotechnica et Informatica, 2023 - sciendo.com",Google Scholar via SerpApi,2025,https://sciendo.com/2/v2/download/article/10.2478/aei-2023-0001.pdf,… of the Agile methodology and the Scrum model in software engineering management. … software project management improvements and artificial intelligence in Agile projects. …
Research on blended learning mode based on network,"W Han, T Qi, J Yang, F Zhao, X Jin - … Workshop on Artificial Intelligence …, 2020 - dl.acm.org",Google Scholar via SerpApi,2025,https://dl.acm.org/doi/abs/10.1145/3447490.3447498,"… ""Software Project Management"" as … software project management course on the mainstream MOOC platform in China. The textbook for this course is the ""Software Project Management …"
Requirement phase effort estimation using software metrics,"P Dhavachelvan - Proceedings of the International Conference and …, 2010 - dl.acm.org",Google Scholar via SerpApi,2025,https://dl.acm.org/doi/abs/10.1145/1741906.1742244,"… and essential part of successful software project management. Many of the studies in the … can be used to dynamically adjust software project development time, and finish the project on …"
Beyond implementation: Driving CRM solution success in the enterprise ecosystem,"KT Perannagari - Journal of Information Technology …, 2025 - journals.sagepub.com",Google Scholar via SerpApi,2025,https://journals.sagepub.com/doi/abs/10.1177/20438869251360807,… the process of implementing a customer relationship management (CRM) solution and introduces students to various concepts related to enterprise software project management and …
Project scheduling conflict identification and resolution using genetic algorithms (GA),"M Ramzan, A Jaffar, A Iqbal, S Anwar, A Rauf… - Telecommunication …, 2012 - Springer",Google Scholar via SerpApi,2025,https://link.springer.com/article/10.1007/s11235-011-9426-3,… domain we know as software project management (SPM). … to modern day software project management as development … of techniques that uses concepts of artificial intelligence. It relies …
Neural network based models for software effort estimation: a review,"VS Dave, K Dutta - Artificial Intelligence Review, 2014 - Springer",Google Scholar via SerpApi,2025,https://link.springer.com/article/10.1007/s10462-012-9339-x,"… Authors also compared their results with the multiple regression, COCOMO and SLIM (Software LIfecycle Management) models, which shows that the neural network model is suitable …"
Evolutionary trends in decision sciences education research from simulation and games to big data analytics and generative artificial intelligence,"IJ Akpan, R Razavi, AA Akpan - Big data, 2025 - liebertpub.com",Google Scholar via SerpApi,2025,https://www.liebertpub.com/doi/abs/10.1089/big.2024.0128,"… such as “university knowledge management tool for the evaluation of the efficiency and quality of learning,” 38 “knowledge management for learning software project management,” 39 …"
"Exploring the influence, implications and challenges of integrating generative artificial intelligence into organizational learning and development","MI Alhusban, IN Khatatbeh… - … Review: An International …, 2025 - emerald.com",Google Scholar via SerpApi,2025,https://www.emerald.com/insight/content/doi/10.1108/CR-06-2024-0121/full/html,"Purpose This paper aims to investigate the benefits and challenges of integrating generative artificial intelligence, particularly ChatGPT, into organizational learning and development (…"
Achieving excellence in business practices through artificial intelligence: a case study of the Dubai public sector,"MME Khatib, G Ahmed - International Journal of Public …, 2024 - inderscienceonline.com",Google Scholar via SerpApi,2025,https://www.inderscienceonline.com/doi/abs/10.1504/IJPSPM.2024.140550,Artificial intelligence (AI) is all over the globe seen as a means of smooth running of business and increasing operational efficiency and excellence of business organisations with least …
SEffEst: Effort estimation in software projects using fuzzy logic and neural networks,"I González-Carrasco, R Colomo-Palacios… - International Journal of …, 2012 - Springer",Google Scholar via SerpApi,2025,https://link.springer.com/article/10.1080/18756891.2012.718118,"… is crucial for an accurate software project management. However, software development effort … to improve estimation correctness, using artificial intelligence techniques in many cases. …"
The importance of management practices in IS project performance: An empirical study,"J Art Gowan Jr, RG Mathieu - Journal of Enterprise Information …, 2005 - emerald.com",Google Scholar via SerpApi,2025,https://www.emerald.com/insight/content/doi/10.1108/17410390510579936/full/html,"… Viewed in context of results from prior research in software project management, our results establish the importance of methodology in project success, particularly as it applies to large…"
A novel fuzzy mechanism for risk assessment in software projects,"K Suresh, R Dillibabu - Soft Computing, 2020 - Springer",Google Scholar via SerpApi,2025,https://link.springer.com/article/10.1007/s00500-019-03997-2,"… A software project development lifecycle involves various processes such as developing, documentation, testing, debugging and maintaining applications and frameworks (Al-Janabi …"
